2016/7/1_14:9:22||	$pS170.281339,	$187820.316978,	B2379.838800,	S-5529.874744,	SC1103,	Num0		,	29.550000,	80.536000,	54.056000,	-102.299000,	-269.392000,	374.651000,	209.750000,	203.930000,	-44.479000,	-39.699000,	-484.142000,	489.294000,	-382.153000,	-495.792000,	-144.743000,	348.765000,	24.289000,	1.453000,	-500.000000,	-223.583000,	-47.353000,	50.519000,	-103.841000,	432.567000,	28.482000,	482.574000,	-96.998000,	-433.186000,	23.709000,	115.988000,	126.990000,	-485.574000,	-447.495000,	-487.211000,	-359.511000,	-493.159000,	277.339000,	-495.738000,	439.304000,	-153.803000,	116.613000,	-157.732000,	-87.753000,	28.884000,	160.056000,	-69.479000,	-497.807000,	222.907000,	-442.321000,	-48.986000
2016/8/9_19:44:55||	$pS17.529804,	$14339.379672,	B1328.788748,	S-9234.068096,	SC818,	Num0,	GUID466792179		,	-105.080800,	-12.645400,	65.120000,	-141.800800,	344.171800,	-345.565400,	-148.985000,	83.828800,	387.101600,	-413.871600,	-462.610200,	-284.260600,	-350.387200,	-308.039000,	-417.688400,	-420.408200,	-79.856400,	186.054800,	345.836600,	165.811200,	-420.724000,	173.495600,	339.117800,	417.878600,	197.824800,	-383.341600,	-240.403600,	-72.969400,	27.656000,	154.548600,	-31.241600,	433.683400,	-400.285200,	-33.467600,	128.391200,	-465.610400,	-471.325000,	200.028000,	-446.255600,	-76.700200,	215.544600,	34.289600,	-458.411600,	-182.728600,	-234.808800,	-41.298200,	-198.722800,	-479.708200,	-340.350400,	87.826600
2016/8/9_19:45:17||	$pS10.527140,	$77321.843923,	B-5232.046193,	S-507.813107,	SC7345,	Num0,	GUID463274084		,	-13.034800,	401.390600,	-169.825800,	2.990200,	-195.071000,	-326.498000,	-375.407000,	63.877000,	131.495000,	15.762000,	-372.915400,	-482.969000,	-498.320000,	-100.354400,	-487.945600,	-182.329800,	-11.975800,	369.549200,	447.943400,	-169.539400,	125.329200,	-284.289800,	178.313200,	145.568400,	-466.505600,	401.816400,	238.960000,	-416.373200,	-335.612200,	-499.968400,	67.688800,	90.526600,	-497.330200,	-334.906600,	-160.841800,	-251.438800,	-499.462400,	-476.641000,	8.072000,	-310.836600,	-393.680800,	424.149800,	-341.219200,	244.290600,	-148.511800,	-386.237800,	-496.220200,	-207.361800,	-428.950000,	31.797200
2016/8/9_19:46:23||	$pS10.675225,	$76765.543822,	B-2289.923036,	S-504.034485,	SC7191,	Num0,	GUID488305849		,	-16.514400,	138.662200,	5.700200,	-88.424000,	-201.087000,	-491.218400,	-483.519400,	40.949000,	29.564800,	-6.549800,	-486.588200,	-497.665600,	-296.437000,	-238.598800,	-414.209000,	-200.839000,	-68.019200,	412.772200,	395.697200,	-329.726000,	152.296200,	-389.799400,	110.280600,	260.899200,	-454.082600,	402.762600,	272.177200,	-450.295800,	-345.601200,	-475.862400,	80.195800,	94.614600,	-433.922400,	-226.433400,	88.543200,	-417.576200,	-438.718800,	-492.877600,	-185.974800,	-357.974400,	-467.973000,	-29.350200,	-417.691400,	334.056000,	-261.236600,	-419.682600,	-484.095400,	-152.053200,	-321.479600,	8.398800
2016/8/9_19:47:9||	$pS28.414561,	$25175.301141,	B1366.216485,	S-17380.878877,	SC886,	Num0,	GUID715464348		,	-114.617400,	-11.919800,	163.019200,	-106.618600,	-225.214800,	-404.588800,	2.435400,	117.840600,	369.600200,	-270.800000,	59.300600,	-212.960200,	-493.906800,	-292.045400,	-488.938800,	-276.115200,	-18.848400,	488.477000,	452.182800,	-497.034400,	279.652600,	-458.322200,	123.214600,	453.668200,	-416.791000,	299.874200,	118.513600,	-450.944600,	-414.511000,	80.458000,	-11.729400,	273.035400,	-391.859800,	-459.982600,	-342.082800,	-315.004600,	-366.329600,	-101.250000,	-296.839400,	-20.009200,	-199.437200,	366.897200,	-464.836800,	-478.762200,	-49.142400,	-56.944200,	-475.365400,	-483.265800,	156.978000,	-113.998600
2016/8/9_19:47:16||	$pS36.824421,	$27728.789295,	B2806.187144,	S-89131.111017,	SC753,	Num0,	GUID180006588		,	-15.979600,	-175.610600,	-497.396200,	179.195400,	204.969200,	-475.954200,	-488.034600,	119.130400,	-89.803800,	194.442600,	-51.714600,	489.872400,	-496.980200,	-455.709200,	-416.779200,	-416.623200,	43.933400,	298.427400,	495.517200,	-407.884600,	400.277400,	-266.069000,	77.431200,	-493.402600,	-21.955000,	-246.178000,	-447.075200,	-484.131400,	-131.110800,	148.979800,	392.716000,	437.651400,	-59.839400,	-68.807000,	-88.871800,	-166.056600,	390.280000,	-190.124200,	-432.311000,	-499.896400,	-500.000000,	-484.346200,	-254.381600,	-491.909600,	-483.362200,	-446.052800,	-494.873200,	-499.281800,	-377.650000,	-194.767000
2016/8/9_19:47:21||	$pS29.328410,	$29504.380718,	B1452.872892,	S-15416.826170,	SC1006,	Num0,	GUID348749181		,	56.049600,	25.921200,	-60.335200,	255.519600,	-460.654400,	282.597000,	0.010800,	-492.602400,	493.339800,	-165.814600,	488.205200,	499.763400,	-101.838000,	-364.056200,	440.667000,	-197.414600,	198.636400,	262.676200,	-45.421800,	-485.045800,	477.582400,	-325.019400,	-267.034400,	-83.583600,	259.724600,	-397.166800,	85.495800,	-500.000000,	-500.000000,	-80.584600,	276.709600,	127.529800,	-465.759200,	303.826000,	-220.317400,	-198.025400,	-207.888200,	-350.788200,	-319.570400,	-111.975000,	-71.614600,	-192.616400,	-446.444600,	-469.045400,	-444.908400,	-266.435400,	-312.629800,	-322.790000,	-243.155400,	52.140800
2016/8/9_19:47:29||	$pS48.198520,	$41836.314967,	B1948.692177,	S-71360.100000,	SC868,	Num0,	GUID91975038		,	165.174200,	11.797800,	-500.000000,	142.720200,	-461.701000,	479.307000,	-411.966200,	-428.383000,	-452.087800,	-321.584600,	413.275600,	73.597200,	289.961800,	-478.884200,	153.485400,	464.170600,	317.625400,	-21.957600,	-403.235600,	225.895200,	345.761800,	-284.002800,	119.644400,	51.784200,	34.954400,	489.362000,	-189.023800,	-264.850000,	-326.980800,	-50.933600,	-166.146200,	-447.476200,	104.706400,	117.246000,	-381.527000,	479.794000,	-427.889200,	72.793400,	-400.492800,	-471.852800,	139.037000,	-125.320000,	-46.152000,	-414.463600,	-437.883800,	-38.208000,	-187.848600,	-141.904200,	-491.510200,	19.798600
2016/8/9_19:47:54||	$pS14.219755,	$107942.163452,	B-4015.150126,	S-696.540480,	SC7591,	Num0,	GUID65351934		,	31.813400,	-126.209400,	-497.600000,	1.399800,	-497.372400,	106.075600,	-500.000000,	-369.821600,	-481.044200,	-470.514000,	485.156800,	455.650400,	157.811800,	-307.321200,	-3.288200,	442.944000,	98.092600,	386.622200,	-450.971200,	370.624200,	467.678800,	-380.492200,	14.603200,	173.458600,	-240.111000,	341.410600,	-477.735200,	71.374600,	-205.575800,	-182.013400,	-199.745400,	-459.088400,	249.333400,	-123.117000,	-477.398400,	346.538000,	-494.999400,	-101.359400,	19.012800,	-469.291600,	14.360200,	-433.455000,	149.093600,	-267.536000,	-198.734000,	-225.922200,	-382.229400,	-337.267800,	-398.680000,	69.881200
2016/8/9_19:48:43||	$pS30.112593,	$24632.101327,	B1847.230384,	S-9950.343169,	SC818,	Num0,	GUID344148133		,	-144.303600,	-12.801000,	28.190800,	-352.964200,	-308.629000,	194.886600,	43.585200,	-131.563400,	-416.823000,	-492.530800,	493.882600,	-491.976600,	372.689200,	-472.740400,	6.049000,	432.000600,	313.275200,	432.813000,	156.042600,	115.524400,	496.846800,	-394.555600,	125.586600,	25.274000,	-272.862600,	451.981600,	241.052400,	204.097600,	30.601800,	-315.130600,	19.979200,	151.983600,	-460.968600,	386.293600,	-136.159800,	-72.340200,	-145.597800,	-130.363800,	184.525400,	303.430800,	41.985800,	-485.046400,	397.438000,	-497.957400,	89.853400,	-171.677000,	-375.976800,	-285.431000,	-85.143800,	125.950800
2016/8/9_19:48:49||	$pS11.122384,	$9309.435141,	B1397.520465,	S-18268.000000,	SC837,	Num0,	GUID677944150		,	-8.167600,	-171.105400,	-500.000000,	36.536000,	-296.089200,	-489.933400,	-377.029800,	-498.734200,	476.758600,	-447.355600,	371.081800,	-492.019000,	137.111000,	-225.770400,	27.060200,	473.750400,	-207.323200,	-382.534200,	-10.875800,	17.772200,	-293.696400,	70.834400,	-475.681800,	-316.725000,	-285.637800,	499.903800,	-25.721800,	132.481200,	-295.063800,	315.071000,	496.448400,	-3.626200,	-346.829800,	210.200000,	-434.980200,	-228.865600,	-202.222800,	-295.142800,	137.583800,	-211.754400,	-360.328200,	-434.091000,	36.152200,	-325.041000,	-435.543000,	-446.864200,	-308.871600,	-489.240200,	-470.178600,	195.166800
2016/8/9_19:48:55||	$pS23.772335,	$19255.591712,	B3349.516202,	S-30049.554073,	SC810,	Num0,	GUID274811824		,	-495.593200,	-6.758600,	157.498200,	-190.793000,	251.341800,	239.972400,	-227.628400,	-390.908800,	-170.280200,	-83.239400,	44.325800,	-463.854600,	117.266600,	-332.478600,	-127.497800,	347.937000,	-403.394400,	-97.005600,	-367.563600,	481.179600,	348.742600,	-361.680600,	-215.680200,	-245.289600,	96.679400,	-459.180200,	-472.052800,	134.740600,	-483.906400,	300.814600,	323.439200,	498.205800,	-297.950400,	-349.919800,	-441.481800,	-357.099400,	-399.915400,	-468.585600,	-438.555800,	-475.020200,	-291.087600,	181.851400,	-147.125000,	-306.413400,	448.178000,	-469.049000,	65.973400,	-340.697400,	-250.823000,	-467.237400
2016/8/9_19:49:2||	$pS13.169873,	$15948.716559,	B2427.654719,	S-14718.892719,	SC1211,	Num0,	GUID110692362		,	-13.264800,	-183.014800,	134.231800,	-109.652800,	-70.094000,	-317.006600,	-494.663200,	-265.021800,	-493.305400,	-200.570600,	-436.323800,	-233.497800,	433.487400,	-338.839400,	-56.328600,	495.263400,	-498.597600,	-187.329600,	-492.361800,	57.747600,	352.444200,	-494.528600,	25.967400,	-211.984400,	195.856800,	-449.915000,	-355.771200,	457.785800,	55.335800,	96.893800,	-114.423000,	123.500000,	-71.320600,	-500.000000,	-480.358400,	240.453600,	-282.757800,	-50.314400,	-495.806200,	-150.161600,	-328.216600,	180.845000,	-322.544400,	-499.518400,	208.000600,	295.545800,	15.574800,	-482.273400,	-430.859400,	-487.617200
2016/8/9_19:49:26||	$pS14.031203,	$101740.253858,	B-16172.250172,	S-747.014001,	SC7251,	Num0,	GUID32574512		,	38.417400,	-420.961600,	-71.402600,	10.462000,	-258.223800,	-426.830200,	-316.877600,	-374.986800,	-142.277000,	346.321000,	-415.839000,	-395.058600,	-240.224800,	-494.737000,	266.416200,	-323.793600,	-303.423800,	428.928200,	381.052400,	-389.057000,	469.094400,	-442.611200,	61.519000,	59.168400,	427.473400,	-311.752000,	441.020200,	248.003400,	-485.645000,	216.768800,	-316.749600,	-283.328200,	6.858200,	354.114000,	-248.555400,	-398.830000,	-48.269800,	-439.558600,	-451.927000,	-16.170600,	-498.145400,	272.784200,	-444.097800,	-366.645600,	312.583000,	343.914600,	-486.595000,	-243.580200,	164.142200,	-487.292600
2016/8/9_19:50:13||	$pS8.646804,	$19213.199057,	B1195.010490,	S-5139.984400,	SC2222,	Num0,	GUID36487956		,	-2.408200,	-496.225600,	-104.684000,	49.100000,	-488.652200,	-413.102600,	127.939000,	-481.788400,	-168.225800,	486.710200,	95.204600,	-500.000000,	-368.924600,	-248.918800,	19.998000,	-238.276600,	-391.205800,	-118.718800,	239.710600,	-472.838800,	138.606600,	-46.603600,	332.804000,	133.336000,	495.607800,	-496.977600,	78.341800,	-40.190000,	-491.815000,	62.314000,	-294.897400,	-226.196800,	-47.505800,	75.843400,	-318.265600,	-411.324200,	-333.103200,	-429.557200,	157.809400,	-443.977000,	-352.904200,	133.495800,	-349.004200,	-309.686000,	498.162400,	233.818800,	-486.384200,	-475.333400,	-151.931600,	-484.375000
2016/8/9_19:50:29||	$pS36.352379,	$65143.462394,	B1565.229004,	S-4967.085556,	SC1792,	Num0,	GUID10567670		,	-7.625800,	-205.254400,	-147.582200,	33.656400,	-492.000000,	-474.697600,	331.554400,	-64.989200,	357.305400,	-48.589000,	377.496400,	-453.417000,	-411.078200,	-468.792000,	247.558800,	-407.007600,	-282.478000,	-440.853000,	209.950000,	-207.575800,	-233.291200,	88.358600,	411.942800,	219.467800,	188.954600,	-444.804000,	194.523800,	-309.794400,	-294.018800,	-498.880000,	-499.851000,	-451.642600,	265.221400,	-472.704600,	-406.480800,	-451.614800,	-354.635400,	-423.241800,	-43.253600,	-375.057600,	-449.847400,	-336.530800,	-354.725800,	-265.920000,	297.716000,	165.803000,	-246.314200,	-479.035800,	110.784600,	-277.808800
2016/8/9_19:50:39||	$pS19.698377,	$16428.446539,	B1355.019257,	S-16972.545600,	SC834,	Num0,	GUID55712942		,	-14.059600,	-96.376800,	-129.600000,	130.961000,	-70.673000,	115.424200,	-321.268800,	-220.027400,	-83.237600,	-398.067000,	402.841600,	201.210800,	-334.490000,	-171.710000,	-477.361200,	-373.274600,	-141.215800,	355.309400,	-471.982800,	-246.817200,	-496.169000,	401.727400,	318.724000,	305.609200,	-45.238600,	377.448800,	-374.715600,	-492.122800,	171.169400,	90.790000,	4.203400,	497.828000,	-417.255000,	-121.362600,	-215.800000,	-367.730200,	-341.119600,	-273.190000,	201.039600,	-478.334200,	-24.327800,	-416.756400,	-219.872800,	173.952800,	-472.714400,	-421.442400,	-457.298400,	-486.870200,	191.859800,	381.319000
2016/8/9_19:50:46||	$pS48.076425,	$31249.675993,	B1514.059898,	S-89841.664118,	SC650,	Num0,	GUID464041653		,	21.060200,	71.892000,	-450.856200,	199.269000,	-232.482000,	266.523800,	-490.093400,	-486.574600,	68.302200,	153.835800,	387.591600,	381.458800,	-490.015400,	-110.752800,	-154.392800,	-395.815800,	39.604800,	497.874600,	-466.874600,	-491.849000,	-500.000000,	-405.383200,	493.042200,	201.131000,	-370.834800,	303.050200,	-251.951000,	-138.502600,	-87.617600,	313.955200,	42.967400,	-48.792200,	-432.022800,	-248.414400,	-440.201400,	-480.619800,	-159.874800,	-183.699600,	-274.341000,	-446.977800,	-221.744600,	-174.430800,	-315.945600,	383.103800,	-465.103200,	-440.256600,	-348.521400,	-306.523000,	280.657200,	348.765200
2016/8/9_19:51:9||	$pS14.426578,	$106698.974555,	B-7300.693752,	S-706.338887,	SC7396,	Num0,	GUID487922918		,	-43.581600,	167.517800,	4.437800,	-159.164200,	-329.967600,	221.455800,	380.662600,	-453.220000,	-123.948200,	-436.817400,	-114.262000,	495.886400,	-420.901400,	406.436000,	-422.340600,	-170.626200,	415.006200,	37.880200,	-413.675600,	-161.617400,	-285.987400,	-431.815000,	427.126000,	10.955000,	44.949800,	261.570400,	-471.530600,	-114.821400,	-416.919400,	-437.836800,	129.638000,	-411.863000,	-470.341800,	-376.681400,	-176.004400,	-354.005800,	-176.285000,	179.041600,	75.079800,	-406.682000,	-188.980800,	-389.126200,	-499.175200,	411.070200,	-407.406600,	-498.466200,	-323.258000,	-357.183600,	-444.163600,	465.122200
2016/8/9_19:51:54||	$pS20.719596,	$21506.940458,	B1292.508262,	S-71748.082173,	SC1038,	Num0,	GUID240801821		,	38.450800,	33.614600,	153.123400,	-468.563800,	-491.029600,	431.985400,	-227.161800,	-152.058200,	-285.061000,	-295.756200,	-54.678400,	388.385200,	-499.542200,	458.251800,	-74.649200,	-306.597400,	286.876600,	451.955600,	-54.867800,	-396.775800,	-368.541200,	-497.549400,	179.102800,	369.156800,	189.339400,	264.971000,	-361.602200,	-496.816400,	-446.541200,	192.639600,	-67.103600,	-472.271400,	-414.413800,	-491.872400,	-289.667400,	-366.685400,	-422.674400,	122.919000,	-276.145800,	-367.405400,	-355.275600,	-175.990000,	-491.093000,	401.063000,	-406.785200,	-496.239000,	-493.856600,	-447.379800,	-473.057600,	101.158800
2016/8/9_19:52:4||	$pS12.054025,	$19961.465933,	B1204.141363,	S-4486.018043,	SC1656,	Num0,	GUID159442878		,	-2.531600,	-475.644400,	13.793600,	-325.224600,	-381.483200,	497.124000,	-290.020000,	-498.463400,	-404.753200,	-421.303800,	-396.830400,	457.483000,	-497.565000,	144.652400,	-497.684600,	-165.548800,	57.726400,	234.594800,	-494.426600,	-471.935600,	-491.545600,	-348.300600,	-345.904400,	-119.072000,	257.867200,	499.528200,	-398.015800,	-331.436800,	-330.615600,	-70.723600,	-113.240200,	-403.033600,	-443.921800,	39.995600,	-337.490000,	84.687200,	-468.825600,	-489.240400,	-430.468800,	-395.896400,	-296.617400,	-444.805800,	-319.706800,	-188.880200,	-146.801200,	-498.632400,	-477.544200,	-336.767400,	7.451000,	37.477000
2016/8/9_19:52:32||	$pS14.339354,	$106742.153294,	B-7246.490883,	S-731.661249,	SC7444,	Num0,	GUID3159310		,	17.135000,	-422.905800,	-39.809200,	18.379200,	-437.956600,	279.096000,	164.430000,	-439.532400,	71.082200,	-192.445800,	-50.905800,	475.761200,	-486.692000,	-465.866800,	-374.516600,	6.813800,	303.640600,	7.909600,	-200.999200,	-262.991800,	-484.329000,	-490.628600,	-286.048800,	491.775200,	-80.881000,	212.947200,	-350.028600,	-482.181200,	-417.333800,	-352.192000,	-312.786800,	-386.727000,	-494.907000,	-310.013400,	113.672400,	-464.003200,	-451.431800,	-230.835600,	-487.594200,	-439.670000,	-98.005200,	-334.166000,	-499.962000,	-391.941600,	-492.097800,	-416.247400,	221.104600,	-499.575200,	-205.303600,	140.382000
2016/8/9_19:53:17||	$pS21.527748,	$24412.466233,	B1855.271750,	S-3725.412700,	SC1134,	Num0,	GUID275252260		,	-26.660800,	-69.588000,	-361.381800,	10.308800,	-497.170000,	-36.853800,	143.613600,	-494.280000,	296.358600,	-192.817400,	-21.069800,	335.870800,	-385.262600,	-214.512000,	-264.684200,	-143.779600,	-280.291000,	-493.838800,	-441.859600,	-500.000000,	-498.547200,	-458.922400,	-127.210400,	-256.067800,	-244.985200,	451.013000,	-326.366200,	-298.264800,	-416.895400,	-441.699400,	-253.306600,	-424.936600,	-499.094000,	-42.582800,	-4.295600,	-495.357600,	-253.064000,	-290.869600,	-159.860200,	-142.636000,	-369.622800,	-497.183200,	-200.792200,	-485.853800,	-383.554400,	-474.753800,	246.445600,	-269.988800,	-453.445600,	476.036200
2016/8/9_19:53:26||	$pS42.177956,	$32687.916061,	B1872.188252,	S-109027.100000,	SC775,	Num0,	GUID59273900		,	-4.821800,	-388.275800,	-500.000000,	218.054200,	-500.000000,	191.764200,	405.301800,	-349.254600,	485.927000,	-362.465600,	184.877000,	474.703600,	-490.683600,	-472.640200,	-445.502200,	-287.595800,	-428.269400,	-293.975800,	-457.158600,	-220.417400,	-473.074600,	-376.148200,	474.179600,	340.917800,	-278.332200,	446.248800,	-496.239200,	-364.076600,	-497.394800,	50.562600,	114.314200,	98.648600,	-326.803400,	-78.439000,	-500.000000,	-112.885000,	-427.662600,	-259.657000,	-7.113200,	-345.717800,	-493.766000,	-294.207800,	-500.000000,	-90.856000,	-333.686800,	-226.339400,	265.928200,	422.271000,	-500.000000,	273.668600
2016/8/9_19:53:49||	$pS15.033849,	$108033.237351,	B-6583.511361,	S-741.035394,	SC7186,	Num0,	GUID404330057		,	167.969000,	-39.194800,	-3.752800,	197.462000,	-287.012200,	-18.462200,	379.293600,	28.621600,	473.126200,	82.474600,	43.533200,	378.682400,	-497.193800,	-258.689600,	-337.088800,	-454.606000,	-489.200000,	-181.828600,	-420.953600,	241.847600,	-249.032800,	-434.955800,	-128.337200,	342.776800,	-394.216800,	199.793800,	-323.820200,	-401.805600,	-258.149800,	-176.150400,	167.347400,	75.260400,	-500.000000,	-216.609600,	-147.641400,	-337.499800,	190.657600,	-231.158400,	-235.109800,	-315.015000,	-101.310400,	12.670600,	-385.625000,	-174.399000,	-404.761000,	-491.123400,	123.283000,	215.561600,	-428.395400,	237.815800
2016/8/9_19:54:31||	$pS31.100438,	$24507.145263,	B1817.770460,	S-20587.395298,	SC788,	Num0,	GUID311808288		,	47.431400,	38.324200,	-157.285600,	130.891800,	-499.861800,	340.301600,	-235.119800,	-491.091400,	295.687800,	134.015600,	318.804000,	213.068400,	-255.397600,	-254.894200,	-195.758200,	20.391800,	-499.212800,	385.468000,	-308.353800,	90.623000,	25.723800,	-434.691200,	183.976000,	488.228400,	-478.557200,	426.250400,	-483.904400,	-247.459800,	-465.917400,	386.827600,	110.328200,	-150.183800,	-469.971000,	-68.085000,	-332.188600,	-221.319200,	-393.343400,	-467.082000,	-284.099000,	-362.410800,	-384.924800,	423.395400,	-450.739600,	35.721800,	-8.652000,	-310.499000,	474.957000,	-489.813600,	-315.623200,	206.485400
2016/8/9_19:54:38||	$pS18.265586,	$19507.645744,	B1663.853621,	S-4366.481221,	SC1068,	Num0,	GUID63365652		,	-29.457600,	-56.483000,	278.926400,	-15.654600,	-400.391200,	421.230000,	-204.335800,	-495.632200,	37.736800,	-15.413000,	470.759200,	-19.362600,	-166.202800,	-393.942400,	-255.008200,	416.058200,	-17.570200,	427.695200,	-234.040000,	488.768000,	168.027400,	-475.792200,	483.214000,	434.834400,	-482.168800,	19.654400,	-329.274000,	-258.177400,	-482.474400,	106.365600,	-275.847000,	-452.165000,	-369.214800,	-220.171400,	95.366800,	-91.783800,	-59.071000,	-172.165600,	-362.246400,	-393.262200,	-161.557200,	394.275600,	-277.529200,	-226.948400,	43.580000,	-492.603600,	258.808800,	-291.077200,	-437.138800,	-454.230400
2016/8/9_19:55:3||	$pS14.921420,	$108031.084172,	B-6290.582208,	S-648.371942,	SC7240,	Num0,	GUID608712416		,	-70.082400,	89.759800,	-18.861400,	34.375600,	-357.782400,	452.457200,	-434.889400,	-444.626200,	-296.939800,	86.695600,	294.479000,	253.584800,	-336.717800,	-483.124000,	-334.356600,	423.046200,	-47.088000,	97.957400,	-128.918000,	157.066200,	13.484400,	-428.644400,	-145.544200,	281.571800,	-500.000000,	242.196200,	-424.095400,	-425.044400,	-296.848000,	-162.978800,	-452.911600,	-474.723200,	-310.829800,	-498.780000,	-497.165600,	-311.739200,	-139.597400,	-448.077600,	-380.247600,	-400.755800,	70.255400,	465.585400,	-306.775200,	-397.754600,	-31.726600,	-302.725800,	151.723000,	-332.013800,	32.834200,	-494.124200
2016/8/9_19:55:49||	$pS13.254658,	$13373.949950,	B1527.229064,	S-2619.284379,	SC1009,	Num0,	GUID773036164		,	-4.902800,	-311.501400,	-123.962800,	21.129600,	-500.000000,	368.283800,	-490.899000,	-460.515800,	-355.766000,	294.882200,	392.233600,	344.718600,	-368.767400,	-461.868600,	-397.735600,	80.372000,	-128.166600,	-161.869400,	-9.680800,	-142.854400,	185.290600,	-460.789600,	-175.252400,	-50.602800,	-498.868000,	224.571800,	-496.007800,	-354.864200,	42.864000,	-491.444200,	-381.525400,	-219.703000,	-398.401600,	-441.195800,	-495.951000,	-214.372800,	130.766800,	-240.141600,	-353.453000,	-499.636400,	-48.542800,	468.753000,	-293.804000,	-406.439400,	-168.150800,	-496.270800,	301.444200,	-394.997400,	307.536200,	-456.212000
2016/8/9_19:55:59||	$pS18.646361,	$32668.423730,	B1138.096681,	S-5352.065340,	SC1752,	Num0,	GUID7022280		,	-4.556400,	-249.779800,	-152.469200,	35.102600,	-500.000000,	-137.755000,	-141.836000,	-500.000000,	-48.463800,	-184.960600,	378.194400,	334.080400,	-183.070800,	-438.062400,	-498.197400,	450.378600,	-494.807400,	-455.120000,	245.837200,	-252.773800,	408.132800,	-415.415000,	70.443800,	-231.635400,	-245.837600,	288.463200,	-466.452600,	-490.217400,	-76.417600,	-487.043800,	-304.996200,	-94.172200,	-477.690800,	-148.163400,	-499.386200,	-355.327200,	472.088400,	-495.243800,	-387.246600,	-257.992000,	-100.716200,	-68.619600,	-436.330600,	-443.835600,	-12.088200,	-341.986000,	314.405200,	-495.331800,	472.618800,	-223.635400
2016/8/9_19:56:28||	$pS10.372288,	$77729.923749,	B-2071.743617,	S-491.726656,	SC7494,	Num0,	GUID224882247		,	11.018600,	-188.022400,	-256.161000,	1.919600,	-189.535400,	-373.385800,	-410.046400,	73.689000,	-67.838400,	141.735600,	305.146200,	-492.889400,	-486.332400,	-476.954200,	-273.002800,	195.586000,	142.229800,	-477.207200,	341.520200,	32.547000,	-235.266000,	-321.593200,	85.809200,	-263.562800,	344.722800,	495.192400,	383.138200,	-225.641200,	-345.908200,	-206.656800,	-160.145000,	-454.513400,	-363.701600,	108.221200,	-449.522400,	-264.356400,	-63.558200,	-136.762600,	97.605600,	-495.482000,	-371.842200,	-145.870000,	26.115800,	-500.000000,	393.739000,	-295.476400,	-478.739600,	-493.381400,	230.353200,	-190.708200
2016/8/9_19:57:15||	$pS31.869022,	$25399.610638,	B1654.879214,	S-37744.900000,	SC797,	Num0,	GUID94675880		,	-4.109200,	-402.725400,	-500.000000,	75.489800,	-323.510000,	-475.289200,	8.526000,	50.571000,	80.942200,	437.119200,	335.019200,	-31.244800,	-447.102600,	-252.481800,	-112.136400,	409.496000,	479.424400,	-138.190200,	290.947600,	17.852800,	-449.258800,	-259.215800,	327.350000,	448.246400,	305.578200,	398.702000,	-174.050000,	-137.437000,	-420.105600,	-483.606200,	-87.691200,	-425.878200,	-277.194600,	118.287800,	-494.896000,	-407.489400,	-118.980400,	267.655600,	-358.091600,	-380.466200,	-322.444600,	-152.001600,	-72.903600,	-290.385400,	96.780000,	-141.892000,	-490.327600,	-349.752400,	290.484000,	-234.392000
2016/8/9_19:57:24||	$pS20.364339,	$40362.120310,	B1108.597860,	S-3704.539689,	SC1982,	Num0,	GUID522736074		,	-3.857600,	-287.380200,	-393.840200,	9.406200,	-426.950800,	-346.923200,	-321.687000,	397.631400,	-270.883000,	332.309200,	325.792600,	-242.556400,	-476.795000,	-173.335800,	-47.813600,	-109.508600,	-413.379200,	-245.842600,	483.710000,	51.706800,	-393.891000,	289.813600,	-69.960000,	388.001400,	-36.393600,	499.955600,	-184.642600,	-499.164000,	-289.593200,	-197.153400,	-463.170800,	-459.325000,	-288.456400,	478.191000,	-430.895200,	-164.111200,	-222.013400,	136.196800,	-469.309400,	-304.910200,	-382.555200,	-231.895800,	234.826200,	-498.641400,	-171.017400,	-461.264400,	126.129600,	-499.067800,	229.412000,	-382.861400
2016/8/9_19:57:54||	$pS15.845854,	$113836.613235,	B-3491.228286,	S-711.176134,	SC7184,	Num0,	GUID267177189		,	12.465200,	-280.078000,	24.276200,	-29.295200,	-455.679600,	-473.687400,	-47.719000,	-369.638000,	-498.551800,	346.452600,	283.735000,	-186.015800,	-499.151800,	-483.144200,	-257.885400,	496.407800,	-131.683800,	-472.235200,	489.648800,	472.369800,	-368.462200,	-18.205200,	-14.146000,	387.571000,	-120.812200,	297.392600,	-495.537200,	-385.954800,	-203.262600,	-471.334600,	-194.128000,	-452.671400,	-437.721600,	-352.268800,	-406.059000,	-108.397400,	-26.630600,	215.076200,	-96.473200,	-497.613200,	-315.500200,	-153.092400,	-240.358200,	-498.884600,	-254.400400,	17.185200,	177.446800,	-312.232200,	324.888000,	111.619000
2016/8/9_19:58:40||	$pS22.253039,	$20917.856671,	B1329.847313,	S-2444.248145,	SC940,	Num0,	GUID69392496		,	-20.614400,	-64.510600,	88.777800,	-27.532200,	-499.459800,	-298.177600,	79.957800,	-23.353200,	53.678200,	49.945400,	108.516800,	287.622000,	-492.583000,	-298.840600,	-500.000000,	374.635400,	-483.912000,	-351.887800,	-88.079000,	210.000200,	-484.667000,	-492.309200,	-8.647600,	37.006800,	-237.396000,	101.004200,	-439.958400,	-498.414400,	-294.669600,	-497.111000,	47.186200,	-416.636400,	-404.057600,	131.994400,	-373.484800,	-239.934000,	-302.299800,	-92.451000,	-423.422800,	-235.666000,	-159.517600,	-188.767600,	-486.537800,	-498.826600,	-291.543400,	-15.870800,	-304.350800,	-332.542000,	181.142400,	158.519200
