2016/7/1_14:9:22||	$pS170.281339,	$187820.316978,	B2379.838800,	S-5529.874744,	SC1103,	Num0		,	29.550000,	80.536000,	54.056000,	-102.299000,	-269.392000,	374.651000,	209.750000,	203.930000,	-44.479000,	-39.699000,	-484.142000,	489.294000,	-382.153000,	-495.792000,	-144.743000,	348.765000,	24.289000,	1.453000,	-500.000000,	-223.583000,	-47.353000,	50.519000,	-103.841000,	432.567000,	28.482000,	482.574000,	-96.998000,	-433.186000,	23.709000,	115.988000,	126.990000,	-485.574000,	-447.495000,	-487.211000,	-359.511000,	-493.159000,	277.339000,	-495.738000,	439.304000,	-153.803000,	116.613000,	-157.732000,	-87.753000,	28.884000,	160.056000,	-69.479000,	-497.807000,	222.907000,	-442.321000,	-48.986000
2016/8/2_19:39:23||	$pS36.306478,	$46799.050172,	B1315.423889,	S-2404.700000,	SC1289,	Num0,	GUID173845698		,	-6.266400,	-209.917000,	4.809400,	-500.000000,	-282.109400,	-190.163600,	26.103400,	-378.522000,	-49.205400,	269.905800,	-81.880200,	-496.528200,	-23.020600,	-497.469800,	-352.225000,	318.070200,	126.639600,	190.230800,	211.519600,	-490.896800,	170.841600,	-498.691400,	-128.282800,	-498.013400,	471.005800,	-15.933000,	244.940800,	-383.960600,	75.397000,	-169.156800,	-358.114200,	-129.112600,	-499.775000,	-390.255000,	-302.242400,	-448.935800,	-500.000000,	-494.243600,	-161.159000,	133.609400,	150.597000,	-340.877800,	-376.320800,	-483.863800,	267.401200,	-454.054800,	-219.202600,	-315.466800,	-331.472400,	-174.591600
2016/8/2_19:39:51||	$pS12.781135,	$94248.086463,	B-8900.061486,	S-600.868402,	SC7374,	Num0,	GUID786831192		,	59.878800,	-148.634600,	126.328400,	-4.756400,	-234.294000,	-260.375800,	-301.258400,	-310.967200,	115.918800,	226.482000,	-196.381400,	-226.369800,	-454.513800,	-61.136200,	-490.156600,	-308.585000,	100.455200,	275.307400,	499.189600,	353.912000,	-238.622000,	-40.920000,	-126.753800,	-34.240400,	-410.607000,	-495.570400,	407.764600,	-494.067600,	-472.526200,	-171.122400,	217.130000,	-179.017400,	-148.055400,	-465.215000,	-188.509400,	-423.829600,	-476.662200,	-85.523400,	-5.781600,	-486.981000,	-72.759000,	-56.013000,	15.560200,	-451.169000,	387.330800,	-498.780000,	-449.951000,	-377.685000,	104.865400,	-489.560400
2016/8/2_19:40:44||	$pS48.261257,	$60953.966981,	B1070.446523,	S-15338.399440,	SC1263,	Num0,	GUID115475450		,	84.063400,	12.733800,	-52.100400,	294.400800,	-270.022000,	-454.759600,	-466.482600,	-466.017200,	76.911600,	346.210800,	-117.922200,	-460.156200,	-143.427600,	213.292400,	-313.704400,	-197.242800,	328.252000,	445.992200,	107.678800,	447.924200,	-296.091800,	-317.850600,	262.898400,	244.794400,	-362.603000,	105.594600,	-466.641800,	-230.424600,	-493.865600,	-53.332400,	500.000000,	52.811600,	-119.525400,	-493.264400,	-433.747000,	-481.276400,	-462.957400,	85.572800,	-407.812600,	-500.000000,	-184.228200,	250.696400,	-465.807200,	-326.491000,	-91.961000,	-367.876400,	-438.541800,	-335.326400,	-250.245600,	-243.369200
2016/8/2_19:40:54||	$pS41.219935,	$25267.820213,	B1188.162159,	S-1117.702034,	SC613,	Num0,	GUID415792743		,	92.974800,	12.779400,	-4.516800,	247.454400,	29.593200,	-365.155800,	-449.898000,	-207.231400,	3.303400,	415.171000,	-188.856000,	-499.513200,	-361.447600,	-3.388600,	-354.166800,	0.641800,	372.473800,	463.322400,	173.384400,	257.115200,	-318.583400,	-238.012600,	32.362400,	305.004600,	-114.578600,	-9.774800,	-476.192800,	-352.281800,	-492.353400,	-37.942600,	425.146000,	-2.593600,	-287.293200,	-441.124600,	-489.470000,	-388.511600,	-463.927400,	142.248400,	-486.938400,	-298.269000,	-392.133800,	118.091800,	-443.549000,	-490.214000,	-19.612200,	-309.865000,	-470.985000,	-491.902200,	-497.165800,	-417.710000
2016/8/2_19:41:18||	$pS13.229094,	$95858.015948,	B-8575.547437,	S-634.207380,	SC7246,	Num0,	GUID250508154		,	51.122400,	-167.745400,	3.692800,	-171.741600,	21.365400,	-271.158600,	-463.600000,	-176.340600,	-299.108000,	-177.302600,	-397.444000,	-480.490000,	-79.035000,	-125.126400,	-380.846600,	-373.650600,	-250.076400,	370.811800,	454.413400,	400.941400,	-482.457400,	71.537800,	247.122200,	483.778200,	201.691400,	-352.292800,	-233.098200,	-456.315800,	-385.063600,	-72.348800,	-171.000000,	266.647600,	-180.763000,	-382.821800,	-453.139800,	-390.933000,	-404.666800,	262.742600,	-419.641400,	-403.814400,	19.348200,	-167.689600,	-388.736200,	-146.868000,	304.059600,	-312.707400,	-484.948200,	-175.342600,	-387.380400,	-483.183400
2016/8/2_19:42:8||	$pS17.827309,	$14511.429630,	B1328.788748,	S-9234.068096,	SC814,	Num0,	GUID466792179		,	-105.080800,	-12.645400,	65.120000,	-141.800800,	344.171800,	-345.565400,	-148.985000,	83.828800,	387.101600,	-413.871600,	-462.610200,	-284.260600,	-350.387200,	-308.039000,	-417.688400,	-420.408200,	-79.856400,	186.054800,	345.836600,	165.811200,	-420.724000,	173.495600,	339.117800,	417.878600,	197.824800,	-383.341600,	-240.403600,	-72.969400,	27.656000,	154.548600,	-31.241600,	433.683400,	-400.285200,	-33.467600,	128.391200,	-465.610400,	-471.325000,	200.028000,	-446.255600,	-76.700200,	215.544600,	34.289600,	-458.411600,	-182.728600,	-234.808800,	-41.298200,	-198.722800,	-479.708200,	-340.350400,	87.826600
2016/8/2_19:42:31||	$pS15.349417,	$112664.721849,	B-5232.046193,	S-507.813107,	SC7340,	Num0,	GUID463274084		,	-13.034800,	401.390600,	-169.825800,	2.990200,	-195.071000,	-326.498000,	-375.407000,	63.877000,	131.495000,	15.762000,	-372.915400,	-482.969000,	-498.320000,	-100.354400,	-487.945600,	-182.329800,	-11.975800,	369.549200,	447.943400,	-169.539400,	125.329200,	-284.289800,	178.313200,	145.568400,	-466.505600,	401.816400,	238.960000,	-416.373200,	-335.612200,	-499.968400,	67.688800,	90.526600,	-497.330200,	-334.906600,	-160.841800,	-251.438800,	-499.462400,	-476.641000,	8.072000,	-310.836600,	-393.680800,	424.149800,	-341.219200,	244.290600,	-148.511800,	-386.237800,	-496.220200,	-207.361800,	-428.950000,	31.797200
2016/8/2_19:43:33||	$pS15.791289,	$113491.991872,	B-2289.923036,	S-504.034485,	SC7187,	Num0,	GUID488305849		,	-16.514400,	138.662200,	5.700200,	-88.424000,	-201.087000,	-491.218400,	-483.519400,	40.949000,	29.564800,	-6.549800,	-486.588200,	-497.665600,	-296.437000,	-238.598800,	-414.209000,	-200.839000,	-68.019200,	412.772200,	395.697200,	-329.726000,	152.296200,	-389.799400,	110.280600,	260.899200,	-454.082600,	402.762600,	272.177200,	-450.295800,	-345.601200,	-475.862400,	80.195800,	94.614600,	-433.922400,	-226.433400,	88.543200,	-417.576200,	-438.718800,	-492.877600,	-185.974800,	-357.974400,	-467.973000,	-29.350200,	-417.691400,	334.056000,	-261.236600,	-419.682600,	-484.095400,	-152.053200,	-321.479600,	8.398800
2016/8/2_19:44:17||	$pS29.354797,	$25890.930676,	B1366.216485,	S-17380.878877,	SC882,	Num0,	GUID715464348		,	-114.617400,	-11.919800,	163.019200,	-106.618600,	-225.214800,	-404.588800,	2.435400,	117.840600,	369.600200,	-270.800000,	59.300600,	-212.960200,	-493.906800,	-292.045400,	-488.938800,	-276.115200,	-18.848400,	488.477000,	452.182800,	-497.034400,	279.652600,	-458.322200,	123.214600,	453.668200,	-416.791000,	299.874200,	118.513600,	-450.944600,	-414.511000,	80.458000,	-11.729400,	273.035400,	-391.859800,	-459.982600,	-342.082800,	-315.004600,	-366.329600,	-101.250000,	-296.839400,	-20.009200,	-199.437200,	366.897200,	-464.836800,	-478.762200,	-49.142400,	-56.944200,	-475.365400,	-483.265800,	156.978000,	-113.998600
2016/8/2_19:44:24||	$pS37.236292,	$27927.218688,	B2806.187144,	S-89131.111017,	SC750,	Num0,	GUID180006588		,	-15.979600,	-175.610600,	-497.396200,	179.195400,	204.969200,	-475.954200,	-488.034600,	119.130400,	-89.803800,	194.442600,	-51.714600,	489.872400,	-496.980200,	-455.709200,	-416.779200,	-416.623200,	43.933400,	298.427400,	495.517200,	-407.884600,	400.277400,	-266.069000,	77.431200,	-493.402600,	-21.955000,	-246.178000,	-447.075200,	-484.131400,	-131.110800,	148.979800,	392.716000,	437.651400,	-59.839400,	-68.807000,	-88.871800,	-166.056600,	390.280000,	-190.124200,	-432.311000,	-499.896400,	-500.000000,	-484.346200,	-254.381600,	-491.909600,	-483.362200,	-446.052800,	-494.873200,	-499.281800,	-377.650000,	-194.767000
2016/8/2_19:44:29||	$pS30.214897,	$30486.831212,	B1452.872892,	S-15416.826170,	SC1009,	Num0,	GUID348749181		,	56.049600,	25.921200,	-60.335200,	255.519600,	-460.654400,	282.597000,	0.010800,	-492.602400,	493.339800,	-165.814600,	488.205200,	499.763400,	-101.838000,	-364.056200,	440.667000,	-197.414600,	198.636400,	262.676200,	-45.421800,	-485.045800,	477.582400,	-325.019400,	-267.034400,	-83.583600,	259.724600,	-397.166800,	85.495800,	-500.000000,	-500.000000,	-80.584600,	276.709600,	127.529800,	-465.759200,	303.826000,	-220.317400,	-198.025400,	-207.888200,	-350.788200,	-319.570400,	-111.975000,	-71.614600,	-192.616400,	-446.444600,	-469.045400,	-444.908400,	-266.435400,	-312.629800,	-322.790000,	-243.155400,	52.140800
2016/8/2_19:44:36||	$pS48.107526,	$41709.224861,	B1948.692177,	S-71360.100000,	SC867,	Num0,	GUID91975038		,	165.174200,	11.797800,	-500.000000,	142.720200,	-461.701000,	479.307000,	-411.966200,	-428.383000,	-452.087800,	-321.584600,	413.275600,	73.597200,	289.961800,	-478.884200,	153.485400,	464.170600,	317.625400,	-21.957600,	-403.235600,	225.895200,	345.761800,	-284.002800,	119.644400,	51.784200,	34.954400,	489.362000,	-189.023800,	-264.850000,	-326.980800,	-50.933600,	-166.146200,	-447.476200,	104.706400,	117.246000,	-381.527000,	479.794000,	-427.889200,	72.793400,	-400.492800,	-471.852800,	139.037000,	-125.320000,	-46.152000,	-414.463600,	-437.883800,	-38.208000,	-187.848600,	-141.904200,	-491.510200,	19.798600
2016/8/2_19:45:1||	$pS14.107471,	$106864.091819,	B-4015.150126,	S-696.540480,	SC7575,	Num0,	GUID65351934		,	31.813400,	-126.209400,	-497.600000,	1.399800,	-497.372400,	106.075600,	-500.000000,	-369.821600,	-481.044200,	-470.514000,	485.156800,	455.650400,	157.811800,	-307.321200,	-3.288200,	442.944000,	98.092600,	386.622200,	-450.971200,	370.624200,	467.678800,	-380.492200,	14.603200,	173.458600,	-240.111000,	341.410600,	-477.735200,	71.374600,	-205.575800,	-182.013400,	-199.745400,	-459.088400,	249.333400,	-123.117000,	-477.398400,	346.538000,	-494.999400,	-101.359400,	19.012800,	-469.291600,	14.360200,	-433.455000,	149.093600,	-267.536000,	-198.734000,	-225.922200,	-382.229400,	-337.267800,	-398.680000,	69.881200
2016/8/3_20:22:56||	$pS42.170707,	$29814.689645,	B1916.457728,	S-159119.893213,	SC707,	Num0,	GUID72724965		,	-194.008800,	-9.878200,	347.356000,	-458.088800,	-67.405400,	-89.533200,	-346.280200,	423.938600,	58.750800,	-483.712800,	451.146400,	376.750200,	-339.259200,	67.934800,	-494.944600,	256.418800,	-298.786000,	-141.064400,	-500.000000,	-419.992000,	-400.975000,	191.907200,	486.708800,	161.653800,	499.146200,	425.171400,	-303.152800,	201.789600,	-486.197800,	295.574000,	273.570800,	-103.239200,	-319.678600,	-50.339000,	-301.024400,	217.003200,	166.447000,	-419.372000,	-205.322000,	401.083200,	-359.194000,	-148.272800,	180.926400,	-330.789800,	-500.000000,	-233.770000,	-313.984400,	290.771400,	313.900400,	-257.804200
2016/8/3_20:23:12||	$pS20.355033,	$30858.229390,	B921.932851,	S-10870.774133,	SC1516,	Num0,	GUID787443264		,	35.941400,	25.651000,	52.881800,	-205.567400,	-144.252200,	-438.765000,	-168.616000,	88.035800,	212.220200,	-239.988000,	169.349600,	115.514000,	29.995000,	180.777600,	-234.117400,	-67.987800,	264.959800,	-94.771200,	-235.554200,	-244.565600,	50.571400,	-206.631000,	-29.678800,	116.539000,	31.143200,	487.219800,	-226.984400,	83.058600,	-259.456800,	-100.619200,	-75.024000,	-208.786200,	-173.209800,	-500.000000,	237.296200,	314.653400,	44.260800,	-481.310000,	-156.622800,	-19.835600,	-362.887600,	-244.285800,	62.295400,	-73.610000,	-36.273200,	-46.262200,	-157.370800,	303.864200,	-153.579400,	68.249200
2016/8/3_20:23:21||	$pS44.952925,	$27061.660993,	B2030.178393,	S-15095.030889,	SC602,	Num0,	GUID950035476		,	23.018000,	88.199600,	45.749200,	-329.951800,	-220.320000,	438.721400,	144.407800,	-496.851000,	307.862600,	280.685600,	206.618000,	-411.814000,	-497.871000,	72.469200,	-430.915200,	440.318800,	292.665000,	-194.953400,	-48.214800,	334.806200,	272.330200,	-497.156600,	-262.430200,	-338.027400,	230.497000,	346.676200,	-308.969800,	-421.307400,	-360.070800,	-283.504000,	-215.691400,	480.579200,	-349.962600,	207.758800,	-449.908000,	-452.374000,	172.641400,	-375.546200,	-459.254400,	-257.699600,	-499.529200,	-454.430800,	1.287400,	-138.517000,	-335.621600,	-284.017200,	-488.367200,	242.618000,	-339.544000,	-499.141400
2016/8/3_20:23:26||	$pS46.740381,	$32531.305360,	B1940.463466,	S-25017.411964,	SC696,	Num0,	GUID491874001		,	-50.688400,	-38.282200,	-139.299200,	179.594800,	-298.467400,	-273.470800,	-499.518400,	-485.676400,	140.192800,	497.813400,	237.611600,	-493.865800,	151.582000,	-402.468000,	-453.173800,	-432.489200,	-362.057600,	107.451600,	-57.583800,	-409.399600,	298.178400,	-134.266000,	479.273200,	-294.026400,	302.369400,	187.348400,	350.619600,	96.361200,	-454.922400,	-214.015600,	-237.535200,	17.076000,	274.950000,	-497.438400,	-328.286800,	-417.912800,	94.404400,	-384.742400,	-165.402000,	-495.149000,	-500.000000,	-315.255400,	-476.283200,	-475.219200,	-185.940600,	-166.147400,	262.767200,	-156.393400,	266.514200,	-374.816800
2016/8/3_20:23:31||	$pS29.311613,	$21544.035361,	B2773.858855,	S-28921.038438,	SC735,	Num0,	GUID50206608		,	-7.383800,	-375.668200,	-205.740600,	140.570400,	-481.938800,	-69.349600,	-393.998800,	-490.037400,	-166.489400,	125.137200,	498.106800,	-264.401600,	374.659800,	-285.047000,	-210.838800,	266.591200,	-431.138400,	424.119000,	-208.847000,	-471.201000,	86.143600,	-47.811200,	19.511600,	-37.788800,	212.010600,	20.830600,	284.696400,	363.154400,	176.195200,	-66.814400,	-137.360600,	-114.825600,	-117.849600,	-435.012000,	-480.360400,	-153.374000,	-17.545800,	-335.485200,	387.484000,	-496.199400,	-243.951000,	-407.925800,	-472.374800,	-490.879200,	-231.103000,	103.933800,	-5.966800,	-497.615000,	230.770800,	-381.417200
2016/8/3_20:23:37||	$pS56.158645,	$33133.600489,	B1453.078641,	S-9436.740397,	SC590,	Num0,	GUID239161644		,	-43.620800,	-33.311600,	18.953000,	-497.902200,	-415.848000,	-483.208200,	-340.616600,	-399.533600,	499.073200,	496.342600,	499.090600,	127.901600,	-203.841400,	-480.163000,	126.873800,	142.842200,	-284.754200,	-142.935000,	-225.579000,	-321.450600,	-352.806200,	-410.015400,	-366.338200,	-407.569800,	248.281200,	407.126600,	264.333600,	77.935600,	-200.863200,	-124.884600,	461.453400,	-64.572600,	-291.737000,	-499.613000,	-167.636400,	-329.980000,	223.470000,	-489.249000,	-174.100000,	328.353600,	-453.097000,	-499.896200,	-453.041800,	-436.770400,	-262.115400,	-381.474800,	-366.361000,	-467.097000,	-336.792600,	233.009400
2016/8/3_20:23:41||	$pS23.705784,	$13773.060265,	B855.663528,	S-10480.416878,	SC581,	Num0,	GUID135553413		,	-204.186400,	-4.190600,	22.218800,	-471.691400,	-193.119800,	-363.894200,	-451.212400,	-458.204400,	41.485800,	488.998800,	449.466800,	82.826600,	-423.533600,	-488.188200,	188.675800,	280.737400,	-434.071400,	-265.030000,	-32.177400,	-462.330200,	-494.007000,	-374.823000,	-291.662000,	-373.912800,	367.074200,	179.795800,	111.837800,	-60.878400,	-47.307800,	100.868800,	145.303200,	161.600000,	-193.456600,	-476.271000,	-238.492800,	-335.530600,	43.103800,	-478.996000,	71.912200,	-166.156600,	-495.723800,	-232.722800,	-454.940400,	-498.353600,	89.170000,	-220.280800,	-484.426800,	-421.344200,	-478.219400,	-206.075800
2016/8/3_20:23:47||	$pS19.955838,	$13470.190414,	B874.902336,	S-9674.200000,	SC675,	Num0,	GUID86027590		,	-204.512000,	-4.278000,	19.348400,	-500.000000,	-175.426000,	-442.338800,	-500.000000,	-485.271200,	-0.015800,	500.000000,	363.039600,	80.762000,	-497.066000,	-497.492400,	176.549200,	238.326800,	-488.184600,	-267.557200,	-97.691600,	-435.073400,	-476.086200,	-331.607600,	-290.025200,	-360.000000,	481.522400,	212.714600,	219.907000,	-65.329800,	45.485000,	40.569000,	138.133400,	215.828600,	-216.990600,	-469.563600,	-348.884000,	-303.329400,	-20.478200,	-390.033000,	92.815600,	-152.452000,	-463.823400,	-261.034400,	-395.631600,	-473.215600,	64.639400,	-94.410000,	-363.591600,	-311.206400,	-500.000000,	-210.665000
2016/8/3_20:23:53||	$pS32.421524,	$24024.349447,	B1299.128162,	S-16601.430665,	SC741,	Num0,	GUID91107606		,	-2.998400,	-433.273800,	80.827400,	-205.393600,	-405.492400,	-32.642800,	155.388600,	-390.486800,	447.042800,	3.002400,	492.219000,	-111.978600,	-477.031200,	-455.529600,	-335.921800,	48.294000,	-256.525600,	-55.990800,	133.162600,	-192.687000,	34.818200,	105.479400,	363.930200,	-358.089400,	500.000000,	257.538000,	-154.614800,	51.874800,	-281.862000,	-427.455800,	488.223200,	477.357800,	-430.139800,	191.381200,	-283.500800,	-334.087200,	-258.642200,	-497.183000,	179.625400,	331.434800,	-392.555600,	-397.795400,	-488.724800,	-107.548600,	-480.039000,	-296.495200,	-500.000000,	-392.293600,	-273.573800,	-243.033200
2016/8/3_20:23:58||	$pS30.863007,	$18363.489402,	B1493.347197,	S-10868.771174,	SC595,	Num0,	GUID814558503		,	59.467000,	25.112200,	32.974000,	-329.616400,	-301.538200,	-164.671800,	-252.733400,	-479.937000,	487.940200,	236.265200,	-332.923400,	-240.582000,	-444.541400,	-440.960200,	-499.929400,	-27.331400,	-316.371400,	67.577200,	270.416000,	232.631200,	190.926600,	230.324000,	491.547600,	-205.499400,	159.086800,	416.622600,	-282.967000,	-11.881000,	-419.921400,	-472.812000,	98.228200,	462.129200,	-420.869200,	86.836200,	-460.895600,	-287.298600,	-260.389800,	-328.986400,	498.711800,	145.529400,	-361.162000,	-500.000000,	-454.842400,	-425.421600,	-424.566800,	-336.610800,	-499.269000,	-247.477400,	-76.713800,	-234.895000
2016/8/3_20:24:7||	$pS23.697277,	$37986.735266,	B990.619011,	S-3836.050803,	SC1603,	Num0,	GUID191062085		,	-14.450200,	-68.554000,	16.214000,	-236.588800,	-122.110800,	280.601600,	-17.849000,	-448.113000,	290.939000,	225.693800,	-401.296600,	-487.180800,	-411.562600,	-261.930000,	-273.840600,	-71.534800,	98.163600,	-33.953800,	-44.285600,	-46.425400,	473.649600,	-86.674000,	188.369000,	-382.181400,	57.202600,	134.167600,	-374.212200,	-288.061600,	-492.489800,	-407.805600,	-198.644000,	500.000000,	-495.744000,	212.400800,	-301.771600,	-264.863800,	-84.145000,	-278.016200,	-200.382200,	-428.512800,	-421.499000,	-404.378800,	43.691800,	-139.711400,	-319.842000,	-425.259200,	-329.823600,	-315.013400,	-444.551800,	-198.092400
2016/8/3_20:24:18||	$pS19.475679,	$16203.765188,	B1365.624192,	S-3308.533609,	SC832,	Num0,	GUID823706019		,	-6.284800,	-217.290000,	15.212600,	-217.486400,	-136.644200,	291.120000,	132.804600,	-479.769000,	138.512200,	245.455400,	146.618200,	-374.426600,	-472.674600,	33.197800,	-500.000000,	403.759200,	94.661600,	-202.932200,	6.403200,	262.572800,	386.444400,	-443.639600,	83.313200,	-366.869800,	-64.850800,	47.072400,	-272.791400,	-372.003800,	-240.246800,	-266.560000,	-422.456200,	439.232600,	-499.568000,	247.691000,	-254.382800,	-291.457200,	33.549200,	-335.691400,	-167.737000,	-327.129800,	-472.366000,	-449.487200,	-22.649600,	69.071400,	-376.875600,	-364.408200,	-500.000000,	320.585600,	-208.701800,	-493.485800
2016/8/3_20:24:26||	$pS15.876752,	$18353.524986,	B2282.815601,	S-13498.941650,	SC1156,	Num0,	GUID93710848		,	206.556000,	11.051800,	108.474200,	-124.443800,	-380.405400,	-163.092200,	-170.065600,	70.214000,	118.195600,	-330.314200,	488.601400,	-466.621200,	120.324000,	-86.256000,	-423.158800,	-1.786000,	-222.655400,	395.006200,	136.968000,	85.022600,	153.854200,	-438.904400,	-276.425200,	-206.003800,	10.730800,	-475.616000,	-496.017800,	88.717600,	-60.604000,	-187.529800,	242.935200,	-460.073400,	-498.117400,	222.740800,	-374.059400,	-47.710400,	-190.612800,	-459.900200,	-451.185600,	254.461600,	-348.374600,	-378.275400,	-243.743600,	-484.229000,	-354.817400,	-60.933400,	-252.031600,	-65.313800,	104.028400,	120.872400
2016/8/3_20:24:33||	$pS41.832412,	$27149.235277,	B1869.006576,	S-9230.139673,	SC649,	Num0,	GUID372153600		,	-175.595800,	-10.643800,	-89.657400,	102.949000,	-114.784600,	-460.360600,	498.833600,	109.657600,	488.704600,	-228.512400,	251.494000,	-387.113000,	-175.815000,	-384.752400,	-266.203000,	251.769000,	-398.401400,	206.025400,	-405.744200,	-49.275000,	-283.378600,	-491.666800,	-139.124800,	31.291200,	499.128800,	433.885800,	-185.168600,	221.436400,	-375.207400,	-207.588600,	494.388000,	31.465400,	-382.908600,	-219.433800,	291.043400,	157.590200,	-394.535200,	-453.320600,	-471.694400,	121.153000,	-379.760200,	-194.093600,	-425.299400,	-472.575000,	-402.780000,	21.239000,	176.686600,	-461.206000,	-291.249800,	-87.696400
2016/8/3_20:24:42||	$pS25.516331,	$42382.625888,	B1662.551035,	S-6485.899475,	SC1661,	Num0,	GUID130147682		,	-4.889600,	-340.017800,	-122.375000,	53.000200,	-455.754400,	-85.226000,	367.465600,	48.446200,	488.176000,	-358.162000,	423.255800,	-294.623000,	-135.353800,	-492.000000,	-424.003400,	382.330200,	-92.993400,	-67.307400,	-352.622000,	-50.713000,	-345.980400,	79.843200,	-279.100400,	-35.658600,	231.760600,	80.972400,	-255.550200,	359.852200,	-496.190800,	-473.780200,	300.309200,	471.195800,	-488.275200,	-500.000000,	-59.617600,	203.621400,	13.802200,	-56.332000,	-319.676800,	-195.788600,	135.554600,	-422.679200,	-354.356600,	-270.837400,	-482.813800,	499.725600,	132.175800,	376.520400,	-245.548000,	-119.273200
